app|big|mid|small|category|brand|item_name|market_price|sale_price|discount_price|date|item_specification|act
Home|家電|冷氣/暖氣|其他品牌|MIDEA美的|MIDEA 美的|【MIDEA 美的】變頻冷專分離式冷氣12坪(MVC-L74CA/MVS-L74CA)|39990|34900|null|20221204|品牌名稱MIDEA美的類型變頻適用於10坪~12坪1對1功能冷氣R32機型效能3級能效 |null|null
Home|家電|冷氣/暖氣|冷氣遙控器|大金適用|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】AI-A1北極熊 大金 液晶 冷氣遙控器(日本IC 變頻/窗型/分離式 冷暖氣)|599|320|256|20221204|品牌名稱Dr.AV聖岡科技適用於大金 |null|null
Home|家電|冷氣/暖氣|大金空調|變頻分離式|DAIKIN 大金|【DAIKIN 大金】特惠★經典V系列2-3坪變頻冷暖分離式冷氣(RHF20VAVLT/FTHF20VAVLT)|null|27080|24372|20221204|品牌名稱DAIKIN大金類型變頻適用於1坪~3坪1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】6坪+6坪一級變頻冷暖一對二分離式空調(DXM80ZMT-S1+DXK35ZSXT-W+DXK35ZSXT-W)|129000|108000|95040|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於4坪~6坪1對2功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】6-8坪R32一級變頻冷暖分離式空調(DXK50ZSXT-W/DXC50ZSXT-W)|74900|64000|57600|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於7坪~9坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】4坪+12坪一級變頻冷暖一對二分離式空調(DXM100ZMT-S+DXK25ZSXT-W+DXK71ZRT-W)|169000|145000|127600|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於4坪~6坪10坪~12坪1對2功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【MITSUBISHI 三菱重工】4-6坪3.5KW ZST變頻冷暖分離式冷氣空調(DXC35ZST-W/DXK35ZST-W)|40900|40000|33600|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於4坪~6坪1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|GREE格力|GREE 格力|【GREE 格力】4-6坪 極精品系列冷暖分離式冷氣(GKQ-41HO/GKQ-41HI)|null|32634|28065|20221204|品牌名稱GREE格力類型變頻適用於4坪~6坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MIDEA美的|MIDEA 美的|【MIDEA 美的】變頻冷暖分離式冷氣12坪(MVC-J74HA/MVS-J74HA)|49990|48937|42085|20221204|品牌名稱MIDEA美的類型變頻適用於10坪~12坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|1級能效|Panasonic 國際牌|【Panasonic 國際牌】2-3坪變頻冷專分離式(CS-RX22JA2/CU-RX22JCA2)|33500|30500|24800|20221204|品牌名稱Panasonic國際牌類型變頻適用於1坪~3坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】12-15坪 R32 一級能效變頻冷暖分離式冷氣(CU-K90FHA2/CS-K90FA2)|82590|80690|69393|20221204|品牌名稱Panasonic國際牌類型變頻適用於13坪~15坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|冷氣遙控器|萬用遙控器|Dr.AV 聖岡科技|【Dr.AV】萬用冷氣遙控器-大風吹系列(RC-LPT6A)|699|548|null|20221204|品牌名稱Dr.AV聖岡科技適用於萬用遙控器 |null|null
Home|家電|冷氣/暖氣|聲寶空調|窗型系列|SAMPO 聲寶|【SAMPO 聲寶】5-7坪二級變頻右吹窗型冷氣(AW-PC36D)|30900|29900|null|20221204|品牌名稱SAMPO聲寶類型右吹式變頻適用於4坪~6坪功能冷氣R410機型效能2級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|冷暖分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷暖分離式冷氣13坪(CS-K80FA2/CU-K80FHA2)|89990|75000|64500|20221204|品牌名稱Panasonic國際牌類型變頻適用於13坪~15坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|台灣三洋空調|變頻分離式|SANLUX 台灣三洋|【SANLUX 台灣三洋】11坪變頻單冷分離式冷氣(SAE-72V7A/SAC-72V7A)|59990|59400|null|20221204|品牌名稱SANLUX台灣三洋類型變頻適用於10坪~12坪1對1功能冷氣R410機型效能1級能效 |null|null
null
Home|家電|冷氣/暖氣|禾聯空調|1級能效|HERAN 禾聯|【HERAN 禾聯】6-8坪 R32 耀金防鏽一級變頻冷暖空調(HI-AR41H/HO-AR41H 2022新機)|35490|32490|null|20221204|品牌名稱HERAN禾聯類型變頻適用於4坪~6坪7坪~9坪1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】5坪變頻冷專窗型右吹冷氣(MH-36MV32)|29990|21158|19042|20221204|品牌名稱MAXE萬士益類型右吹式變頻適用於4坪~6坪功能冷氣R32機型效能2級能效 |null|null
Home|家電|冷氣/暖氣|三菱空調|變頻分離式|MITSUBISHI 三菱電機|【MITSUBISHI 三菱電機】限量★6-9坪 R32 二級能效變頻分離式冷氣(MUY-GE50NA/MSY-GE50NA)|61000|56000|44800|20221204|品牌名稱MITSUBISHI三菱電機類型變頻適用於7坪~9坪1對1功能冷氣R410機型效能2級能效 |null|null
Home|家電|冷氣/暖氣|台灣三洋空調|定頻分離式|SANLUX 台灣三洋|【SANLUX 台灣三洋】23坪定頻落地型冷專分離式冷氣(SAE-140FE/SAC-140FE)|89990|80996|null|20221204|品牌名稱SANLUX台灣三洋類型定頻適用於20坪~30坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】6坪變頻冷專分離式冷氣(MAS-41PC32/RA-41PC32)|29900|28651|24353|20221204|品牌名稱MAXE萬士益類型變頻適用於4坪~6坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|GREE格力|GREE 格力|【GREE 格力】9-10坪 變頻冷專分離冷氣(GSA-72CO/GSA-72CI)|54999|44480|37363|20221204|品牌名稱GREE格力類型變頻適用於10坪~12坪1對1功能冷氣R32機型效能4級能效 |null|null
Home|家電|冷氣/暖氣|歌林空調|1級能效|Kolin 歌林|【Kolin 歌林】6坪+10坪一級變頻冷暖一對二分離式空調(KDV-942M11+KSA-362DVM11A+KSA-652DVM11A)|108000|91900|82710|20221204|品牌名稱Kolin歌林類型變頻適用於4坪~6坪7坪~9坪1對2功能冷氣暖氣R410機型效能1級能效 |null|null
Home|品牌旗艦|SANLUX台灣三洋|冷氣空調|全部商品|SANLUX 台灣三洋|【SANLUX 台灣三洋】10坪變頻冷暖分離式冷氣(SAE-63V7A/SAC-63VH7)|59990|53546|45514|20221204|品牌名稱SANLUX台灣三洋類型變頻適用於10坪~12坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|YaKuang雅光|YaKuang 雅光|【YaKuang 雅光】R32 4-6坪 極精品系列一對一分離式冷暖空調(YA-41RH/YS-41RH ※限定北北基販售)|null|28900|24565|20221204|品牌名稱YaKuang雅光類型變頻適用於4坪~6坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|冷氣遙控器|其他|Dr.AV 聖岡科技|【Dr.AV】大同/東芝/新禾/華菱專用冷氣遙控器/變頻款(AR-09YR)|400|360|null|20221204|品牌名稱Dr.AV聖岡科技適用於其他 |null|null
Home|家電|冷氣/暖氣|國際牌空調|冷暖分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷暖分離式冷氣18坪(CS-QX110FA2/CU-QX110FHA2)|99990|93044|80017|20221204|品牌名稱Panasonic國際牌類型變頻適用於16坪~19坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|冷氣遙控器|國際牌適用| |Panasonic國際專用冷暖氣遙控器|480|399|339|20221204|品牌名稱適用於國際 |null|null
Home|家電|冷氣/暖氣|冷氣週邊|排水器| |【台灣製】營業用超高揚塵冷氣機蔽極式馬達自動排水器 10噸以下(A-198)|3000|2490|1992|20221204|品牌名稱產地台灣 |null|null
Home|家電|冷氣/暖氣|日立空調|1級能效|HITACHI 日立|【HITACHI 日立】9-10坪 一級能效變頻冷暖分離式冷氣(RAC-63HK1/RAS-63HQK)|63400|61300|54557|20221204|品牌名稱HITACHI日立類型變頻適用於7坪~9坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷專分離式冷氣11坪(CS-K71FA2/CU-K71FCA2)|59990|59511|51179|20221204|品牌名稱Panasonic國際牌類型變頻適用於10坪~12坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|變頻分離式|HITACHI 日立|【HITACHI 日立】★7-8坪 一級能效變頻冷暖分離式冷氣(RAC-50NK1/RAS-50NJK)|62390|56790|49975|20221204|品牌名稱HITACHI日立類型變頻適用於7坪~9坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】10-12坪ZSXT變頻冷暖分離式冷氣空調(DXC60ZSXT-W/DXK60ZSXT-W)|74900|68181|57272|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於不限1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷專分離式冷氣10坪(CS-QX63FA2/CU-QX63FCA2)|59990|58688|50471|20221204|品牌名稱Panasonic國際牌類型變頻適用於7坪~9坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|歌林空調|定頻分離式|Kolin 歌林|【Kolin歌林】10-12坪四方吹定頻分離式冷氣/含基本安裝(KOU-72203K/KSA-722S03K)|59900|41390|38078|20221204|品牌名稱Kolin歌林類型定頻適用於10坪~12坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【MITSUBISHI 三菱重工】4-6坪+4-6坪一對二變頻冷暖分離式冷氣空調(DXM60ZMT-S1/DXK35ZST-W+DXK35ZST-W)|99000|89727|80754|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於不限1對2功能冷氣暖氣清淨除溼R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】RX頂級旗艦系列7-9坪變頻冷暖分離式冷氣(CS-RX50JA2/CU-RX50JHA2)|56100|55100|47386|20221204|品牌名稱Panasonic國際牌類型變頻適用於7坪~9坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|1級能效|HITACHI 日立|【北區家電速配★HITACHI 日立】4-5坪1級變頻冷專分離式冷氣機組(RAC-28SK1/RAS-28YSK)|35000|28290|24329|20221204|品牌名稱HITACHI日立類型變頻適用於4坪~6坪1對1功能冷氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|冷暖分離式|DAIKIN 大金|【DAIKIN 大金】橫綱V系列4-6坪變頻冷暖分離式冷氣(RXM36VVLT/FTXM36VVLT)|null|50980|43102|20221204|品牌名稱DAIKIN大金類型變頻適用於4坪~6坪1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|變頻分離式|HITACHI 日立|【HITACHI 日立】4-5坪精品系列變頻冷暖分離冷氣(RAC-28YK1/RAS-28YSK)|39998|30890|null|20221204|品牌名稱HITACHI日立類型變頻適用於4坪~6坪1對1功能冷氣暖氣清淨除溼R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|1級能效|HITACHI 日立|【HITACHI 日立】★7-8坪 一級能效變頻冷暖分離式冷氣(RAC-50YK2/RAS-50YSK)|50990|47790|41099|20221204|品牌名稱HITACHI日立類型變頻適用於7坪~9坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】9-11坪變頻冷專空調(MAS-72SC32/RA-72SC32)|null|36920|32489|20221204|品牌名稱MAXE萬士益類型變頻適用於10坪~12坪1對1功能冷氣除溼R32機型效能3級能效 |null|null
Home|家電|冷氣/暖氣|三菱空調|1級能效|MITSUBISHI 三菱電機|【MITSUBISHI 三菱電機】9-13坪 R32 一級能效變頻分離式冷專冷氣(MUY-GT71NJ/MSY-GT71NJ)|72700|67700|60930|20221204|品牌名稱MITSUBISHI三菱電機類型變頻適用於10坪~12坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|HiLi海力|HiLi 海力|【HiLi 海力】23坪定頻冷專落地箱型分離式冷氣(MHL-140MD/HX-140MD)|89900|88975|76518|20221204|品牌名稱HiLi海力類型定頻適用於20坪~30坪1對1功能冷氣一般型效能5級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】8-10坪R32一級變頻冷暖QX系列分離式空調(CS-QX63FA2/CU-QX63FHA2)|62900|61300|53944|20221204|品牌名稱Panasonic國際牌類型變頻適用於7坪~9坪1對1功能暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷專分離式冷氣3坪(CS-RX22JA2/CU-RX22JCA2)|39990|30759|26452|20221204|品牌名稱Panasonic國際牌類型變頻適用於1坪~3坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|1級能效|DAIKIN 大金|【DAIKIN 大金】3-4坪 R32 一級能效變頻大關S系列分離式冷暖冷氣(RXV28SVLT/FTXV28SVLT)|38780|33780|30402|20221204|品牌名稱DAIKIN大金類型變頻適用於1坪~3坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】變頻冷暖分離式冷氣14坪(CS-QX90FA2/CU-QX90FHA2)|89990|86610|74484|20221204|品牌名稱Panasonic國際牌類型變頻適用於13坪~15坪1對1功能冷氣暖氣一般型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|華菱冷氣|華菱|【華菱】定頻冷專分離式冷氣8坪(DTE-50K20V/DNE-50K20V)|29800|29196|25692|20221204|品牌名稱華菱類型定頻適用於7坪~9坪1對1功能冷氣一般型效能5級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】16坪定頻冷專分離式冷氣(MAS-100MR/RA-100MR)|60461|54965|49468|20221204|品牌名稱MAXE萬士益類型定頻適用於16坪~19坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|一對多|DAIKIN 大金|【DAIKIN 大金】★5-7坪+5-7坪 R32 一級能效變頻一對二分離式冷暖(2MXM75RVLT/FTXM41RVLT+FTXM41RVLT)|122400|113910|100240|20221204|品牌名稱DAIKIN大金類型變頻適用於4坪~6坪1對2功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|GREE格力|GREE 格力|【GREE 格力】7-8坪 變頻冷專分離冷氣(GSA-50CO/GSA-50CI)|44999|36480|30643|20221204|品牌名稱GREE格力類型變頻適用於7坪~9坪1對1功能冷氣R32機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】4-5坪R32一級變頻冷專LJ系列分離式空調(CS-LJ36BA2/CU-LJ36BCA2)|42900|37900|32594|20221204|品牌名稱Panasonic國際牌類型變頻適用於4坪~6坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|品牌旗艦|SANLUX台灣三洋|冷氣空調|全部商品|SANLUX 台灣三洋|【SANLUX 台灣三洋】10-13坪 1級變頻冷暖冷氣(SAC-V63HR+SAE-V63HR R32冷媒)|47390|40900|38855|20221204|品牌名稱SANLUX台灣三洋類型變頻適用於10坪~12坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MIDEA美的|MIDEA 美的|【MIDEA 美的】變頻冷暖分離式冷氣12坪(MVC-G74HA/MVS-G74HA)|49990|48960|42105|20221204|品牌名稱MIDEA美的類型變頻適用於10坪~12坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|變頻分離式|HITACHI 日立|【HITACHI 日立】★7-8坪 一級能效變頻冷暖分離式冷氣(RAC-50HK1/RAS-50HQK)|53790|53090|46719|20221204|品牌名稱HITACHI日立類型變頻適用於7坪~9坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|台灣三洋空調|冷暖分離式|SANLUX 台灣三洋|【SANLUX 台灣三洋】4坪變頻冷暖分離式冷氣(SAE-28V7A/SAC-28VH7)|29990|25800|null|20221204|品牌名稱SANLUX台灣三洋類型變頻適用於4坪~6坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|GREE格力|GREE 格力|【GREE 格力】4-6坪 尊爵系列冷暖分離式空調(GKS-41HO/GKS-41HI)|null|35952|29840|20221204|品牌名稱GREE格力類型變頻適用於4坪~6坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|冷暖分離式|DAIKIN 大金|【DAIKIN 大金】4-5坪+5-6坪R32一級變頻冷暖一對二分離式空調(2MXM75RVLT/FTXM36RVLT+FTXM41RVLT)|129000|114280|98280|20221204|品牌名稱DAIKIN大金類型變頻適用於4坪~6坪1對2功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】6坪+10坪一級變頻冷暖一對二分離式空調(DXM100ZMT-S+DXK35ZSXT-W+DXK60ZSXT-W)|169000|145000|127600|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於4坪~6坪7坪~9坪1對2功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】8-10坪 K系列標準冷專分離式空調(CU-K63FCA2/CS-K63FA2)|null|50400|45360|20221204|品牌名稱Panasonic國際牌類型變頻適用於7坪~9坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】MR系列 定頻冷專分離式冷氣 MAS-112MR/RA-112MR(MAS-112MR/RA-112MR)|null|62074|55866|20221204|品牌名稱MAXE萬士益類型定頻適用於13坪~15坪16坪~19坪1對1功能冷氣除溼R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】3-4坪+8-10坪R32一級變頻冷專一對二分離式空調(CU-2J83BCA2+CS-LJ28BA2+CS-LJ63BA2)|118000|94900|85410|20221204|品牌名稱Panasonic國際牌類型變頻適用於4坪~6坪7坪~9坪1對2功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|變頻分離式|DAIKIN 大金|【DAIKIN 大金】經典V系列5-7坪變頻冷暖分離式冷氣(RHF40VVLT/FTHF40VVLT)|null|43280|36326|20221204|品牌名稱DAIKIN大金類型變頻適用於4坪~6坪1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|1級能效|Panasonic 國際牌|【Panasonic 國際牌】QX系列5-7坪變頻冷暖分離式冷氣(CS-QX40FA2/CU-QX40FHA2)|46900|45900|39474|20221204|品牌名稱Panasonic國際牌類型變頻適用於4坪~6坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|品牌旗艦|TECO東元|空調|分離-定頻|TECO 東元|【TECO 東元】18-23坪定頻冷專氣冷分離式箱型空調(PAC-K140S/PFC-K140B)|140870|137870|117189|20221204|品牌名稱TECO東元類型定頻適用於20坪~30坪落地型功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MITSUBISHI三菱重工|MITSUBISHI 三菱重工|【三菱重工】4坪+4坪一級變頻冷暖一對二分離式空調(DXM60ZMT-S1+DXK25ZST-W+DXK25ZST-W)|94900|86000|75680|20221204|品牌名稱MITSUBISHI三菱重工類型變頻適用於1坪~3坪1對2功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|大金空調|1級能效|DAIKIN 大金|【DAIKIN 大金】限量★2-3坪 R32 一級能效變頻大關S系列分離式冷暖冷氣(RXV22SVLT/FTXV22SVLT)|34080|29080|25008|20221204|品牌名稱DAIKIN大金類型變頻適用於1坪~3坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|歌林空調|1級能效|Kolin 歌林|【Kolin 歌林】11-13坪四方吹一級變頻冷暖分離式冷氣KDV-RK80203+KSA-RK802DV03(含基本安裝+)|69800|55800|50220|20221204|品牌名稱Kolin歌林類型變頻適用於10坪~12坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】9-11坪頂級旗艦型6.3KW變頻冷暖分離式冷氣(CU-RX63JHA2/CS-RX63JA2)|69900|64800|54432|20221204|品牌名稱Panasonic國際牌類型變頻適用於不限1對1功能冷氣暖氣清淨除溼R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|冷氣遙控器|萬用遙控器| |【企鵝寶寶】變頻冷暖冷氣機萬用型液晶遙控器 ARC-1500(2入組)|1400|1045|836|20221204|品牌名稱適用於萬用遙控器 |null|null
null
Home|家電|冷氣/暖氣|日立空調|變頻分離式|HITACHI 日立|【北區家電速配★HITACHI 日立】5-7坪旗艦變頻冷暖分離式冷氣(RAC-40HK1/RAS-40HQK)|47990|46090|39637|20221204|品牌名稱HITACHI日立類型變頻適用於4坪~6坪1對1功能冷氣暖氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MIDEA美的|MIDEA 美的|【MIDEA 美的】變頻冷暖分離式冷氣10坪(MVC-G63HA/MVS-G63HA)|49990|45817|39402|20221204|品牌名稱MIDEA美的類型變頻適用於10坪~12坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|CHENBO詮寶|CHENBO 詮寶|【CHENBO詮寶】5-7坪變頻冷專分離式空調(AMV-41AB/AUV-41AB)|30900|24900|21414|20221204|品牌名稱CHENBO詮寶類型變頻適用於4坪~6坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|華菱冷氣|華菱|【華菱】定頻冷專分離式冷氣20坪(DT-140KVF/DN-1250PV)|79800|77541|68236|20221204|品牌名稱華菱類型定頻適用於20坪~30坪1對1功能冷氣一般型效能無能效標章 |null|null
Home|家電|冷氣/暖氣|大金空調|1級能效|DAIKIN 大金|【大金】變頻冷暖分離式冷氣經典6坪(RHF40VVLT/FTHF40VVLT)|55980|41280|37152|20221204|品牌名稱DAIKIN大金類型變頻適用於4坪~6坪1對1功能冷氣暖氣一般型效能1級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】★12-15坪 R32 一級能效變頻冷專分離式冷氣(CU-QX90FCA2/CS-QX90FA2)|83490|82420|74178|20221204|品牌名稱Panasonic國際牌類型變頻適用於13坪~15坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MIDEA美的|MIDEA 美的|【MIDEA 美的】6-8坪R32變頻一級冷暖4.1kw分離式空調(MON-38HP2/MOY-38HP)|33900|32900|24900|20221204|品牌名稱MIDEA美的類型變頻適用於7坪~9坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|GREE格力|GREE 格力|【GREE 格力】11-13坪 新旗艦系列冷專分離式冷氣(GPR-80CO/GPR-80CI)|null|60754|50425|20221204|品牌名稱GREE格力類型變頻適用於10坪~12坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|SHARP夏普|SHARP 夏普|【SHARP 夏普】變頻冷暖分離式冷氣8坪(AE-50ZAMH/AY-50ZAMH-W)|59990|53900|null|20221204|品牌名稱SHARP夏普類型變頻適用於7坪~9坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|CHIMEI奇美|CHIMEI 奇美|【CHIMEI 奇美】白金系列定頻單冷分離式一對一冷氣約11坪(RB-S72CW1/RC-S72CW1)|49990|45092|38779|20221204|品牌名稱CHIMEI奇美類型定頻適用於10坪~12坪1對1功能冷氣一般型效能無能效標章 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】★10-12坪定頻冷專分離式冷氣(MAS-72MSN/RA-72MSN)|38150|33767|29714|20221204|品牌名稱MAXE萬士益類型定頻適用於10坪~12坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|定頻分離式|HITACHI 日立|【HITACHI 日立】★7-8坪 定頻冷專分離式冷氣(RAC-50UK/RAS-50UK)|44690|43690|38447|20221204|品牌名稱HITACHI日立類型定頻適用於7坪~9坪1對1功能冷氣R410機型效能5級能效 |null|null
Home|家電|冷氣/暖氣|國際牌空調|變頻分離式|Panasonic 國際牌|【Panasonic 國際牌】QX系列8-9坪變頻冷專分離式冷氣(CS-QX63FA2/CU-QX63FCA2)|59700|59300|52184|20221204|品牌名稱Panasonic國際牌類型變頻適用於7坪~9坪1對1功能冷氣R32機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|日立空調|變頻分離式|HITACHI 日立|【北區家電速配★HITACHI 日立】4-6坪 一級能效變頻冷專分離式冷氣(RAC-36JK1/RAS-36NJK)|45790|42790|35800|20221204|品牌名稱HITACHI日立類型變頻適用於4坪~6坪1對1功能冷氣R410機型效能1級能效 |null|null
Home|家電|冷氣/暖氣|其他品牌|MAXE萬士益|MAXE 萬士益|【MAXE 萬士益】5-7坪 R32 一級能效變頻冷暖分離式(MAS-41SH32/RA-41SH32)|31330|28330|24930|20221204|品牌名稱MAXE萬士益類型變頻適用於4坪~6坪1對1功能冷氣暖氣R32機型效能1級能效 |null|null
